,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,InternetService_DSL,InternetService_Fiber optic,InternetService_No,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Cluster
1315,0,0,1,1,0.436619718,1,0,1,1,1,0,0,1,0,0.761691542,0.359191092,0,0,1,0,0,1,0,0,0,0,1,2
1316,0,0,1,1,0.830985915,1,0,1,1,1,1,0,0,1,0.473631841,0.451130856,0,1,0,0,0,1,0,1,0,0,0,2
1317,1,0,1,0,0.126760563,1,0,0,0,0,0,0,0,1,0.016915423,0.01949573,0,0,0,1,1,0,0,1,0,0,0,1
1318,1,0,1,0,0.985915493,1,1,0,0,0,0,0,0,1,0.063681592,0.195170782,0,0,0,1,0,0,1,1,0,0,0,1
1319,1,0,1,1,0.042253521,1,0,0,0,0,0,0,0,0,0.020895522,0.006640895,1,0,0,1,1,0,0,0,0,0,1,1
1320,1,1,0,0,0.0,1,0,0,0,0,0,0,0,1,0.507462687,0.005821602,1,0,1,0,1,0,0,0,0,1,0,0
1321,1,0,1,1,0.591549296,0,0,1,1,0,1,1,0,1,0.328358209,0.246111239,0,1,0,0,0,1,0,1,0,0,0,3
1322,0,0,1,0,0.816901408,1,1,0,0,1,0,1,1,1,0.808457711,0.685702746,1,0,1,0,0,1,0,1,0,0,0,2
1323,1,0,1,0,0.309859155,1,0,0,0,1,1,0,0,0,0.358208955,0.138789522,0,1,0,0,1,0,0,0,0,1,0,3
1324,1,0,1,0,1.0,1,0,0,0,0,0,0,0,0,0.011442786,0.170511193,0,0,0,1,0,0,1,1,0,0,0,1
1325,0,0,1,0,0.295774648,1,0,1,0,0,1,0,0,1,0.378109453,0.146942072,0,1,0,0,0,1,0,0,1,0,0,3
1326,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0.068656716,0.000732749,0,1,0,0,1,0,0,0,0,0,1,3
1327,0,0,0,0,0.957746479,1,1,0,0,0,0,0,0,0,0.056716418,0.195511193,0,0,0,1,0,0,1,1,0,0,0,1
1328,0,0,0,0,0.690140845,0,0,1,0,0,1,0,0,1,0.170646766,0.19964228,0,1,0,0,0,1,0,0,0,0,1,3
1329,1,1,0,0,0.0,0,0,0,0,0,0,0,0,1,0.069154229,0.000738518,1,1,0,0,1,0,0,0,0,1,0,3
1330,0,0,0,0,0.014084507,1,0,0,0,0,0,0,0,1,0.266169154,0.008960305,1,1,0,0,1,0,0,0,0,0,1,3
1331,1,0,1,0,0.197183099,1,0,0,1,0,0,0,0,0,0.568159204,0.126442419,0,0,1,0,1,0,0,1,0,0,0,0
1332,0,0,0,0,0.422535211,1,0,0,0,0,0,0,0,0,0.021393035,0.068116778,0,0,0,1,0,0,1,1,0,0,0,1
1333,0,0,1,0,0.915492958,1,1,0,1,1,0,1,1,1,0.86318408,0.820961228,1,0,1,0,1,0,0,0,1,0,0,2
1334,0,0,0,1,0.028169014,1,0,0,0,0,0,1,0,1,0.362686567,0.01738403,1,1,0,0,1,0,0,0,1,0,0,3
1335,1,0,0,0,0.098591549,1,0,0,0,0,0,0,0,0,0.017412935,0.014170321,0,0,0,1,0,0,1,0,0,0,1,1
1336,0,0,1,1,0.887323944,1,0,1,0,1,0,1,1,1,0.545273632,0.538870298,0,1,0,0,0,1,0,0,1,0,0,2
1337,1,0,1,0,0.38028169,1,0,0,0,0,0,0,0,0,0.02238806,0.062802908,0,0,0,1,1,0,0,0,0,0,1,1
1338,1,0,1,0,0.788732394,1,1,0,0,1,0,1,1,1,0.820895522,0.688460651,0,0,1,0,0,1,0,0,1,0,0,2
1339,1,0,1,1,0.183098592,1,1,0,0,1,0,0,1,1,0.686567164,0.143064851,1,0,1,0,1,0,0,0,0,1,0,0
1340,0,0,0,0,0.253521127,1,0,0,0,0,0,0,0,1,0.016915423,0.040930072,0,0,0,1,0,0,1,0,0,0,1,1
1341,0,0,1,0,0.126760563,1,0,0,0,0,0,1,0,1,0.613930348,0.096745904,1,0,1,0,1,0,0,0,0,1,0,0
1342,1,0,1,0,0.704225352,0,0,0,1,0,0,1,1,1,0.312437811,0.292470575,0,1,0,0,1,0,0,0,0,1,0,3
1343,1,0,1,0,0.929577465,1,1,1,1,1,0,0,0,0,0.471641791,0.496659358,0,1,0,0,0,0,1,0,0,0,1,2
1344,0,0,1,1,0.14084507,1,0,0,0,0,0,0,0,1,0.021890547,0.02677129,0,0,0,1,1,0,0,0,0,1,0,1
1345,0,0,1,1,1.0,0,0,1,0,1,1,1,1,0,0.424875622,0.522761366,0,1,0,0,0,0,1,1,0,0,0,2
1346,0,0,1,1,0.915492958,1,0,0,0,0,0,0,0,1,0.020895522,0.154708054,0,0,0,1,0,1,0,0,0,1,0,1
1347,1,0,0,0,0.23943662,1,1,0,0,0,1,1,0,1,0.697512438,0.186995153,1,0,1,0,1,0,0,0,0,1,0,0
1348,1,0,0,0,0.112676056,1,0,0,0,0,0,0,0,1,0.012437811,0.018468728,0,0,0,1,1,0,0,0,0,1,0,1
1349,1,0,0,0,0.112676056,1,1,0,0,0,0,0,0,1,0.566666667,0.070972767,0,0,1,0,1,0,0,0,1,0,0,0
1350,0,0,1,0,0.661971831,1,1,1,1,1,0,1,1,1,0.927363184,0.611158551,0,0,1,0,1,0,0,1,0,0,0,2
1351,0,0,0,0,0.126760563,1,0,0,0,0,0,0,0,0,0.51641791,0.082702516,0,0,1,0,1,0,0,0,0,0,1,0
1352,1,0,0,0,0.112676056,1,1,0,0,0,0,1,1,1,0.76119403,0.100519271,1,0,1,0,1,0,0,0,0,1,0,0
1353,1,1,0,0,0.169014085,1,1,0,0,0,0,1,1,1,0.764179104,0.146688207,1,0,1,0,1,0,0,0,0,1,0,0
1354,0,0,0,0,0.042253521,1,1,0,1,0,0,0,0,0,0.599004975,0.035916224,1,0,1,0,1,0,0,0,0,1,0,0
1355,0,0,0,0,0.042253521,1,0,0,0,0,0,0,0,1,0.516915423,0.025288484,1,0,1,0,1,0,0,0,0,1,0,0
1356,1,0,1,0,1.0,1,1,1,1,1,1,1,1,0,0.733830846,0.744934226,0,1,0,0,0,0,1,1,0,0,0,2
1357,1,0,1,1,0.704225352,1,0,1,1,1,1,1,1,0,0.669154229,0.508094853,0,1,0,0,0,0,1,0,1,0,0,2
1358,0,0,1,0,0.816901408,0,0,0,1,0,0,0,1,1,0.226865672,0.28085622,1,1,0,0,1,0,0,1,0,0,0,3
1359,0,0,1,0,0.126760563,1,1,0,0,0,0,1,0,1,0.670149254,0.091743596,1,0,1,0,1,0,0,0,0,1,0,0
1360,0,1,1,0,0.845070423,1,1,0,1,0,0,0,0,1,0.635820896,0.563818371,0,0,1,0,1,0,0,0,0,1,0,0
1361,0,0,0,0,0.746478873,1,0,1,0,1,1,0,0,0,0.658208955,0.515260789,0,0,1,0,0,1,0,0,0,1,0,2
1362,1,0,0,0,0.450704225,1,1,1,1,0,0,0,0,1,0.424378109,0.232523656,0,1,0,0,1,0,0,0,0,0,1,3
1363,1,0,0,0,0.366197183,1,0,0,0,0,0,0,0,1,0.019900498,0.05993538,0,0,0,1,0,0,1,1,0,0,0,1
1364,1,1,0,0,0.0,1,0,0,0,0,0,1,0,1,0.606467662,0.006969767,1,0,1,0,1,0,0,0,0,1,0,0
1365,0,0,0,0,0.309859155,1,0,0,1,0,0,1,1,0,0.766666667,0.250876991,0,0,1,0,1,0,0,0,0,0,1,0
1366,0,0,0,1,0.0,1,0,0,0,0,0,0,0,0,0.015920398,0.000121163,0,0,0,1,1,0,0,0,0,0,1,1
1367,0,0,1,1,0.61971831,1,0,1,1,1,1,1,1,1,0.657711443,0.443024463,0,1,0,0,0,0,1,0,0,0,1,2
1368,1,0,1,1,0.535211268,1,0,0,0,0,0,0,0,1,0.015920398,0.096468959,0,0,0,1,0,0,1,1,0,0,0,1
1369,0,0,0,0,0.056338028,1,0,0,0,1,0,1,1,1,0.514925373,0.037918301,1,1,0,0,0,1,0,0,0,0,1,3
1370,0,0,1,1,1.0,1,1,1,1,1,1,1,0,0,0.637313433,0.668861066,0,1,0,0,0,0,1,1,0,0,0,2
1371,1,0,1,1,0.802816901,1,1,0,1,0,0,1,0,1,0.483084577,0.455988922,0,1,0,0,1,0,0,1,0,0,0,2
1372,1,0,0,0,0.971830986,0,0,1,1,1,1,0,0,1,0.262189055,0.350721209,0,1,0,0,0,0,1,1,0,0,0,3
1373,0,0,1,1,0.845070423,1,0,0,1,0,1,1,1,1,0.79800995,0.706946688,0,0,1,0,0,1,0,1,0,0,0,2
1374,0,0,0,0,0.014084507,1,0,0,0,0,0,0,0,0,0.521890547,0.012739441,0,0,1,0,1,0,0,0,0,0,1,0
1375,1,0,1,1,0.633802817,1,1,0,0,0,0,0,0,0,0.066666667,0.132367874,0,0,0,1,0,1,0,0,0,0,1,1
1376,1,0,0,0,0.0,1,1,0,0,0,0,0,0,1,0.315422886,0.003594507,1,1,0,0,1,0,0,1,0,0,0,3
1377,1,0,1,0,0.295774648,1,0,0,0,0,0,0,0,1,0.507462687,0.177152089,1,0,1,0,1,0,0,0,0,1,0,0
1378,1,0,0,0,0.661971831,1,0,1,0,1,1,1,1,1,0.838308458,0.563749135,0,0,1,0,0,0,1,0,1,0,0,2
1379,0,0,0,0,0.887323944,1,1,0,1,1,1,1,1,0,0.67960199,0.647790215,0,1,0,0,0,0,1,0,1,0,0,2
1380,0,0,1,1,1.0,1,1,0,0,0,0,0,0,0,0.060199005,0.187450958,0,0,0,1,0,0,1,1,0,0,0,1
1381,1,0,1,1,0.154929577,1,0,0,0,1,0,1,0,1,0.399004975,0.083285253,0,1,0,0,1,0,0,0,1,0,0,3
1382,1,1,1,0,0.464788732,1,1,0,1,1,0,0,1,1,0.756218905,0.369114932,1,0,1,0,1,0,0,0,0,1,0,0
1383,1,0,1,1,1.0,1,0,1,1,1,0,0,1,0,0.502487562,0.561897069,0,1,0,0,0,0,1,0,1,0,0,2
1384,0,0,1,0,0.394366197,1,1,0,1,1,0,0,0,1,0.672139303,0.279419571,0,0,1,0,1,0,0,0,0,1,0,0
1385,0,0,1,1,0.450704225,1,0,0,0,0,0,0,0,0,0.01840796,0.069438034,0,0,0,1,0,1,0,0,1,0,0,1
1386,1,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0.020895522,0.00017886,0,0,0,1,1,0,0,0,0,0,1,1
1387,1,0,1,1,0.85915493,1,1,0,1,1,1,1,1,1,0.920895522,0.78723171,0,0,1,0,0,1,0,0,0,1,0,2
1388,0,0,1,0,0.563380282,1,1,0,0,1,0,1,1,1,0.544776119,0.34414955,1,1,0,0,0,1,0,0,0,1,0,2
1389,1,0,0,0,0.887323944,1,1,0,0,1,0,1,1,1,0.813930348,0.719524579,1,0,1,0,0,1,0,0,1,0,0,2
1390,1,0,0,0,0.042253521,1,0,0,0,1,0,0,1,1,0.64278607,0.034710362,0,0,1,0,1,0,0,0,1,0,0,0
1391,1,0,0,0,0.323943662,1,1,1,0,0,1,0,0,1,0.657711443,0.221468959,0,0,1,0,1,0,0,0,0,1,0,0
1392,1,0,1,1,0.183098592,1,0,0,0,0,0,0,0,0,0.012935323,0.031813986,0,0,0,1,0,1,0,0,0,0,1,1
1393,0,0,0,1,0.028169014,1,0,0,0,0,0,0,0,0,0.016915423,0.004558043,0,0,0,1,1,0,0,0,0,0,1,1
1394,1,1,0,0,0.042253521,1,0,0,1,1,0,1,1,1,0.811442786,0.04893261,1,0,1,0,1,0,0,0,1,0,0,0
1395,1,0,0,1,0.23943662,0,0,0,0,0,0,0,1,1,0.166666667,0.061643203,1,1,0,0,1,0,0,0,0,1,0,3
1396,0,0,0,0,0.098591549,1,0,0,0,0,0,1,1,1,0.47761194,0.060887376,0,1,0,0,1,0,0,0,0,1,0,3
1397,1,0,0,0,0.478873239,1,1,0,0,0,0,0,0,0,0.050248756,0.089810755,0,0,0,1,0,0,1,1,0,0,0,1
1398,1,0,0,0,0.0,1,1,0,0,0,0,0,0,0,0.574626866,0.006600508,1,0,1,0,1,0,0,0,0,1,0,0
1399,0,0,0,1,0.915492958,1,1,0,0,0,0,0,0,1,0.070149254,0.190976229,0,0,0,1,0,0,1,0,1,0,0,1
1400,0,0,0,1,0.098591549,0,0,1,0,0,1,0,1,1,0.261691542,0.037462497,0,1,0,0,0,0,1,0,0,0,1,3
1401,1,0,1,0,0.985915493,1,1,1,0,1,0,1,1,1,0.854228856,0.853156012,0,0,1,0,0,1,0,0,1,0,0,2
1402,1,0,1,1,0.591549296,1,1,0,0,1,0,0,1,1,0.739303483,0.463904916,0,0,1,0,1,0,0,1,0,0,0,0
1403,1,1,0,0,0.014084507,1,1,0,0,0,0,1,1,1,0.752238806,0.01754558,1,0,1,0,1,0,0,0,0,1,0,0
1404,0,1,0,0,0.394366197,1,0,0,1,1,0,1,1,1,0.827860697,0.338079852,0,0,1,0,1,0,0,1,0,0,0,0
1405,1,0,1,0,0.197183099,1,0,0,0,1,0,1,0,1,0.65721393,0.148811447,1,0,1,0,1,0,0,0,0,1,0,0
1406,0,0,1,1,0.901408451,1,1,1,1,1,1,0,0,0,0.75920398,0.699278791,0,0,1,0,0,0,1,0,1,0,0,2
1407,0,0,0,0,0.478873239,1,1,0,0,1,1,1,0,0,0.768656716,0.392268636,0,0,1,0,1,0,0,0,0,1,0,0
1408,0,0,0,0,0.887323944,1,0,1,1,0,0,1,1,1,0.81641791,0.759866144,0,0,1,0,0,1,0,0,1,0,0,2
1409,1,0,1,1,0.802816901,0,0,0,0,1,1,1,1,1,0.370646766,0.363270252,0,1,0,0,0,0,1,0,1,0,0,2
1410,1,1,0,0,0.23943662,1,0,0,1,0,0,0,0,1,0.314427861,0.097732518,0,1,0,0,1,0,0,0,1,0,0,3
1411,0,0,1,1,0.929577465,1,1,0,1,0,0,0,1,1,0.709452736,0.733244865,0,0,1,0,1,0,0,1,0,0,0,2
1412,0,0,1,1,0.873239437,1,0,0,0,0,0,0,0,1,0.008955224,0.133654512,0,0,0,1,0,0,1,0,0,0,1,1
1413,1,0,1,0,0.830985915,1,1,0,1,0,0,1,1,1,0.811442786,0.688547196,0,0,1,0,1,0,0,0,0,1,0,0
1414,0,1,0,0,0.112676056,1,1,0,0,0,0,0,1,1,0.658208955,0.082356335,1,0,1,0,1,0,0,0,1,0,0,0
1415,1,0,1,1,0.971830986,1,1,1,1,1,1,1,1,1,0.943283582,0.905867759,0,0,1,0,0,0,1,0,1,0,0,2
1416,0,0,1,0,0.197183099,1,1,0,0,1,0,1,1,1,0.824378109,0.171388184,1,0,1,0,1,0,0,0,0,1,0,0
1417,1,0,0,1,0.661971831,1,0,0,0,0,0,0,0,0,0.016915423,0.105919686,0,0,0,1,0,1,0,0,0,0,1,1
1418,0,0,1,0,0.154929577,1,0,0,0,1,1,1,1,1,0.556218905,0.083383337,0,1,0,0,1,0,0,0,0,1,0,3
1419,0,1,1,0,0.985915493,1,1,1,1,1,1,0,0,1,0.733830846,0.757719825,0,0,1,0,0,1,0,0,0,1,0,2
1420,0,1,0,0,0.605633803,1,0,0,0,1,0,0,0,0,0.553233831,0.358135241,0,0,1,0,1,0,0,0,0,1,0,0
1421,0,0,0,0,0.0,1,1,0,0,0,0,0,0,1,0.32039801,0.003652204,1,1,0,0,1,0,0,0,0,1,0,3
1422,0,0,1,1,0.61971831,1,1,0,0,0,0,0,0,0,0.061691542,0.12340757,0,0,0,1,0,0,1,0,0,0,1,1
1423,1,0,0,0,0.309859155,1,1,0,0,0,0,0,0,0,0.065174129,0.068837988,0,0,0,1,0,1,0,0,1,0,0,1
1424,1,0,1,0,0.591549296,1,1,0,0,0,1,1,0,1,0.463681592,0.333417955,0,1,0,0,0,1,0,1,0,0,0,2
1425,0,0,0,0,0.478873239,1,0,0,0,0,0,0,0,0,0.024875622,0.083210247,0,0,0,1,1,0,0,1,0,0,0,1
1426,0,0,1,0,0.112676056,1,0,1,1,0,1,1,0,1,0.504477612,0.066357027,0,1,0,0,1,0,0,0,0,0,1,3
1427,0,0,0,0,0.154929577,1,1,0,0,0,1,1,1,1,0.812935323,0.12854258,1,0,1,0,1,0,0,0,0,0,1,0
1428,1,1,1,0,0.901408451,1,1,1,1,1,0,1,1,1,0.906965174,0.831831295,0,0,1,0,1,0,0,0,1,0,0,2
1429,1,0,0,0,0.014084507,1,1,0,0,1,0,1,0,1,0.727860697,0.020170782,1,0,1,0,1,0,0,0,0,1,0,0
1430,0,0,0,0,0.366197183,1,1,0,0,0,0,0,0,0,0.305970149,0.146843988,0,1,0,0,1,0,0,0,0,0,1,3
1431,1,0,0,0,0.549295775,1,0,0,0,1,0,0,0,1,0.31840796,0.231335103,0,1,0,0,0,1,0,0,0,0,1,3
1432,1,1,0,0,0.056338028,1,0,0,0,1,0,0,0,1,0.570149254,0.038177937,1,0,1,0,1,0,0,0,1,0,0,0
1433,0,0,1,1,0.098591549,1,0,0,0,0,0,0,0,0,0.01641791,0.01559543,0,0,0,1,0,1,0,0,1,0,0,1
1434,1,1,1,0,0.802816901,1,1,0,1,0,0,1,1,1,0.791542289,0.627740595,0,0,1,0,0,1,0,1,0,0,0,2
1435,1,0,1,1,0.718309859,1,0,1,0,1,0,1,1,0,0.81641791,0.603006,0,0,1,0,0,1,0,0,0,1,0,2
1436,0,0,1,0,0.028169014,1,0,0,0,1,1,0,0,1,0.373631841,0.015664667,0,1,0,0,1,0,0,0,0,0,1,3
1437,0,0,0,1,0.563380282,1,0,1,1,1,1,1,1,1,0.924378109,0.517926379,0,0,1,0,0,0,1,0,0,1,0,2
1438,0,0,0,0,0.267605634,1,1,0,0,0,1,1,1,1,0.799004975,0.232304408,0,0,1,0,1,0,0,0,0,0,1,0
1439,0,0,0,1,0.0,1,1,0,0,0,0,0,0,1,0.31641791,0.003606047,0,1,0,0,1,0,0,0,0,1,0,3
1440,0,0,0,1,0.042253521,1,1,0,0,0,1,0,0,0,0.62238806,0.036193169,1,0,1,0,1,0,0,0,1,0,0,0
1441,0,0,0,0,0.309859155,1,0,0,0,0,0,0,0,0,0.025870647,0.052515578,0,0,0,1,1,0,0,0,0,1,0,1
1442,1,1,0,0,0.070422535,1,0,0,0,0,0,0,0,0,0.012437811,0.010154627,0,0,0,1,1,0,0,1,0,0,0,1
1443,0,0,1,1,0.098591549,1,0,0,0,0,0,0,0,1,0.010945274,0.015439649,0,0,0,1,1,0,0,0,0,0,1,1
1444,0,0,0,0,0.23943662,1,1,1,0,1,0,1,0,0,0.509950249,0.136233556,0,1,0,0,1,0,0,0,0,0,1,3
1445,0,1,0,0,0.718309859,0,0,1,0,0,0,1,1,1,0.3039801,0.292666744,0,1,0,0,1,0,0,0,1,0,0,3
1446,0,0,0,0,0.422535211,1,0,0,1,0,0,1,1,1,0.758706468,0.341610893,0,0,1,0,1,0,0,0,0,1,0,0
1447,0,0,1,1,0.394366197,1,0,0,0,0,0,0,0,1,0.023880597,0.07339603,0,0,0,1,1,0,0,0,0,0,1,1
1448,1,0,1,0,0.492957746,1,1,1,1,1,1,0,1,1,0.873631841,0.440295407,0,0,1,0,0,0,1,0,1,0,0,2
1449,1,0,1,0,0.211267606,1,1,0,1,0,0,1,1,1,0.813432836,0.174930764,1,0,1,0,1,0,0,0,0,1,0,0
1450,0,0,1,0,0.577464789,1,1,0,0,1,1,1,1,1,0.8960199,0.527042465,0,0,1,0,0,1,0,0,0,1,0,2
1451,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0.022885572,0.000201939,1,0,0,1,1,0,0,0,0,1,0,1
1452,1,0,0,0,0.830985915,1,0,0,1,1,0,1,1,1,0.809950249,0.683389107,0,0,1,0,0,0,1,0,0,1,0,2
1453,0,0,0,0,0.056338028,1,1,0,1,1,0,0,0,1,0.667164179,0.046774752,1,0,1,0,1,0,0,0,0,1,0,0
1454,0,0,1,0,0.295774648,1,1,1,0,0,1,1,0,0,0.772636816,0.255729287,0,0,1,0,1,0,0,0,1,0,0,0
1455,0,0,1,0,0.492957746,1,0,0,0,0,0,0,0,0,0.017412935,0.074769213,0,0,0,1,0,1,0,0,0,0,1,1
1456,1,0,0,0,0.042253521,1,0,0,0,0,0,0,0,0,0.518905473,0.030256174,1,0,1,0,1,0,0,0,0,1,0,0
1457,0,0,0,0,0.112676056,1,0,1,0,0,1,0,1,0,0.464676617,0.061043157,0,1,0,0,1,0,0,0,0,0,1,3
1458,0,0,1,1,0.0,1,0,0,1,0,0,0,0,0,0.560696517,0.006438957,0,0,1,0,1,0,0,0,1,0,0,0
1459,0,0,1,1,0.154929577,1,0,1,0,0,0,0,0,1,0.307960199,0.063737595,0,1,0,0,1,0,0,0,0,1,0,3
1460,1,0,0,0,0.309859155,1,1,0,0,0,1,1,1,1,0.552238806,0.20053081,0,1,0,0,0,1,0,0,0,0,1,3
1461,0,0,0,0,0.85915493,1,1,1,1,0,0,0,1,1,0.73681592,0.659202631,0,0,1,0,0,1,0,1,0,0,0,2
1462,0,0,0,0,0.507042254,1,1,0,0,0,1,1,1,0,0.801492537,0.398886453,1,0,1,0,1,0,0,1,0,0,0,0
1463,1,0,0,0,0.098591549,1,0,0,0,0,0,0,0,0,0.009452736,0.015930072,0,0,0,1,1,0,0,0,0,0,1,1
1464,0,0,1,0,0.422535211,1,1,0,0,1,0,1,0,0,0.700497512,0.30745442,0,0,1,0,1,0,0,0,1,0,0,0
1465,0,0,1,1,0.169014085,1,1,0,0,0,0,0,0,1,0.558706468,0.101309716,1,0,1,0,1,0,0,0,1,0,0,0
1466,1,0,0,0,0.323943662,1,1,0,0,1,0,1,1,1,0.800995025,0.275617355,1,0,1,0,1,0,0,0,0,1,0,0
1467,0,0,1,1,0.61971831,1,1,0,1,1,0,0,1,1,0.773134328,0.512099008,0,0,1,0,1,0,0,1,0,0,0,2
1468,1,1,1,0,0.957746479,1,1,0,1,0,1,1,1,0,0.867164179,0.805463882,0,0,1,0,0,0,1,0,1,0,0,2
1469,0,0,0,0,0.014084507,1,0,0,0,0,0,0,0,0,0.019900498,0.002077083,0,0,0,1,1,0,0,0,0,0,1,1
1470,0,0,1,1,0.845070423,1,1,1,1,0,0,1,1,1,0.873134328,0.753392569,1,0,1,0,0,1,0,0,0,1,0,2
1471,0,0,0,0,0.563380282,1,1,0,1,1,0,1,1,1,0.860199005,0.499376875,1,0,1,0,1,0,0,0,0,1,0,0
1472,1,0,0,0,0.605633803,0,0,0,0,1,0,1,1,1,0.306467662,0.259196861,0,1,0,0,0,1,0,0,0,1,0,3
1473,0,0,0,0,0.535211268,0,0,0,0,1,1,0,0,0,0.172139303,0.148897992,0,1,0,0,0,1,0,0,0,0,1,3
1474,0,0,1,1,1.0,0,0,1,1,1,1,1,1,1,0.466169154,0.54644588,0,1,0,0,0,0,1,0,1,0,0,2
1475,1,1,0,0,0.169014085,1,0,0,0,1,0,1,1,1,0.782089552,0.140405031,0,0,1,0,1,0,0,0,0,1,0,0
1476,1,0,1,1,0.704225352,1,0,1,1,0,1,0,1,1,0.512437811,0.408919917,0,1,0,0,0,1,0,0,1,0,0,2
1477,1,1,1,0,0.985915493,1,0,0,1,1,0,1,1,1,0.805472637,0.830250404,0,0,1,0,0,0,1,0,0,1,0,2
1478,0,1,0,0,0.295774648,1,1,0,0,0,0,1,1,1,0.780597015,0.238189476,1,0,1,0,1,0,0,0,0,1,0,0
1479,1,0,0,0,0.014084507,1,0,0,1,0,1,0,0,1,0.366169154,0.009687284,1,1,0,0,1,0,0,0,1,0,0,3
1480,1,0,0,0,0.774647887,1,1,0,1,1,0,1,1,1,0.881094527,0.68031387,0,0,1,0,0,1,0,0,0,1,0,2
1481,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0.328358209,0.003744519,0,1,0,0,1,0,0,0,0,0,1,3
1482,1,0,1,1,0.309859155,1,0,1,1,0,1,0,0,1,0.393034826,0.145863143,0,1,0,0,0,1,0,0,0,0,1,3
1483,1,1,1,0,0.915492958,1,1,0,1,1,0,1,0,1,0.523383085,0.544663051,0,1,0,0,0,1,0,1,0,0,0,2
1484,0,1,0,0,0.253521127,1,1,0,1,0,0,1,0,1,0.6960199,0.202746365,1,0,1,0,1,0,0,0,0,1,0,0
1485,0,0,0,0,0.14084507,1,0,1,0,1,0,0,0,1,0.609452736,0.089643434,0,0,1,0,1,0,0,1,0,0,0,0
1486,1,0,1,1,0.098591549,1,0,0,0,0,0,0,0,1,0.014925373,0.014562659,1,0,0,1,0,1,0,0,0,0,1,1
1487,1,0,1,1,0.718309859,1,1,1,1,1,0,0,1,0,0.795024876,0.574036464,0,0,1,0,1,0,0,1,0,0,0,2
1488,0,0,0,0,0.028169014,1,0,0,0,0,0,0,0,1,0.019900498,0.004921532,0,0,0,1,1,0,0,0,0,1,0,1
1489,1,0,1,1,0.704225352,1,0,1,1,0,0,0,0,1,0.605970149,0.461545119,0,0,1,0,1,0,0,1,0,0,0,0
1490,0,1,0,0,0.197183099,1,1,0,0,0,0,0,0,0,0.571144279,0.13014655,1,0,1,0,1,0,0,0,0,1,0,0
1491,0,1,1,0,0.887323944,1,1,0,1,1,0,0,1,1,0.756218905,0.699584583,0,0,1,0,1,0,0,0,0,1,0,0
1492,1,0,0,0,0.507042254,0,0,0,0,1,0,0,1,1,0.21840796,0.168480268,0,1,0,0,1,0,0,0,1,0,0,3
1493,0,0,0,0,0.169014085,1,0,0,0,0,0,0,0,0,0.016915423,0.025946227,0,0,0,1,0,0,1,0,0,0,1,1
1494,0,0,1,0,0.676056338,1,1,1,0,0,0,0,0,1,0.369154229,0.30177129,0,1,0,0,0,1,0,0,0,1,0,3
1495,1,1,0,0,0.61971831,1,1,0,0,1,0,1,1,1,0.834825871,0.544259174,0,0,1,0,0,1,0,1,0,0,0,2
1496,1,0,0,0,0.23943662,1,0,0,0,0,0,0,0,1,0.525870647,0.141812832,0,0,1,0,1,0,0,0,0,1,0,0
1497,0,1,0,0,0.0,1,1,0,0,0,0,0,0,1,0.561691542,0.006450496,1,0,1,0,1,0,0,0,0,1,0,0
1498,0,0,1,0,0.943661972,0,0,1,0,1,0,1,1,1,0.356716418,0.435691207,0,1,0,0,0,0,1,1,0,0,0,2
1499,0,0,0,0,0.746478873,1,0,0,0,0,0,0,0,0,0.013930348,0.114228018,0,0,0,1,0,0,1,0,1,0,0,1
1500,1,1,1,1,0.309859155,1,0,0,1,1,0,0,1,1,0.698507463,0.243682206,0,0,1,0,1,0,0,1,0,0,0,0
1501,0,0,0,0,0.225352113,1,0,0,0,1,0,0,0,1,0.581094527,0.149405724,1,0,1,0,1,0,0,0,0,1,0,0
1502,0,0,1,0,0.985915493,1,1,1,1,1,1,0,1,0,0.61840796,0.658706439,0,1,0,0,0,0,1,0,1,0,0,2
1503,1,0,1,1,0.929577465,1,0,0,0,0,0,0,0,1,0.009950249,0.156254327,0,0,0,1,0,0,1,1,0,0,0,1
1504,1,0,1,1,0.183098592,1,1,0,0,0,0,1,0,1,0.662189055,0.136752827,0,0,1,0,1,0,0,0,0,1,0,0
1505,1,1,0,0,0.0,0,0,0,0,0,0,0,0,1,0.075124378,0.000807754,1,1,0,0,1,0,0,0,0,0,1,3
1506,1,0,0,1,0.873239437,1,0,0,0,0,0,0,0,0,0.012437811,0.138045234,0,0,0,1,0,0,1,0,1,0,0,1
1507,1,0,0,0,0.563380282,1,1,0,0,1,1,0,1,1,0.500995025,0.329823448,0,1,0,0,0,1,0,0,0,1,0,3
1508,1,0,1,0,0.225352113,1,1,0,0,0,0,1,1,0,0.739800995,0.180117701,0,0,1,0,1,0,0,0,0,1,0,0
